rank	scene_id	selection_key_sha256	url_sha256	tar_name	url
17	48018887	01616a39b19a1d96dbe75666c376add78610de0bf0d6915f6c83a75880b364dd	0b84536ccfee5c10a6b76675723d9de417296412c654136a6148018a84fcb14d	ca1m-train-48018887.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-48018887.tar
18	42897780	01729ed1de7919c1d2472ea6d4ff55e790f8ebbee0ee20c84c1377088329fde4	fc1b990e0bb186ddaf2f76164ef7f062c5a5c339af3a269b016f8500985c1a0c	ca1m-train-42897780.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42897780.tar
19	47332937	0176c4b1e15e4f3b50dfd7acf56deef381a6bf611ac19e730a53d0f23ed87f24	46508137071abb7516e2436abd3c343aea473ffaf7f72195c3e7be3e6ce4fa25	ca1m-train-47332937.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47332937.tar
20	47333468	019a6c2826736c427ac55f6fb551c50210adb99d3d34e1d3e436b332062cde68	ea1fd0320031a7b585813721254487cea3a72363830edbeced2a0cb5238fe890	ca1m-train-47333468.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47333468.tar
21	48458455	01a1c8cc92d69718b0a4a6c5494c29b0727ec5f3da0efc8524738ceed8cfb1ea	59b56d4b28ee19a35de15ed2cae06a33e926c902a59e36d745c868ae08ea5b1e	ca1m-train-48458455.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-48458455.tar
22	44358274	01a58fa63fc922a639b4d901803631928c7744573231207752e887fd2fe97c03	0b32e8b889982ac98282b6d0ac000da887f7ffb0016775e05ad749ceb6b80714	ca1m-train-44358274.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-44358274.tar
23	42445670	01ad84b6a1fff3b5d05d77193b17d61e2f35ffdd53f63044ab1cb6053599a06d	3ddef2976dd0a4ac0a9e3cbe47dd860dd4df9b05164165cdb5f1d11285db4eac	ca1m-train-42445670.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42445670.tar
24	47331938	01bf99c15ab0e03bc24978092b8822a5ed07ef38a49389ad7292f8ae386d1c5a	55f8872a07df209fbe7ecd930bbb51bc783e7b826ea923a3200972183e60772c	ca1m-train-47331938.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47331938.tar
25	47430395	01c13d4e97dc9599235bdf6b139cfd65ad3dbd459d834731285e9e3c1026effc	097cc10f605c60beda99dfc9d9a6368b805ae2d4e5ee9dbcb49ea4ee426be061	ca1m-train-47430395.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47430395.tar
26	47430221	01c3c88b50dfe976bad7ad6b81f2ca7b94dbc2925f29f4731862bfa558d65c30	6b3f86f3bde304d95dfff3661617859d6f212f5372731a8da871a57df616cf5e	ca1m-train-47430221.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47430221.tar
27	45261201	01cd220dd5a497402093bcbab1fae7df17704360e6afc07cafe3dc0450c8591b	0bc93083d7b12775ab862e7ddd4ab8d97d4402b158ae7318d07ed58dea48489d	ca1m-train-45261201.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-45261201.tar
28	44796230	01fb830c245207b96d6c248ba804e9d457ebe106b69cfc7695a14432014388bd	a380a16e84963665735c1d903bc1c327f954d84f72abae00000f2efa49edb0a0	ca1m-train-44796230.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-44796230.tar
29	45261257	01ff125220129371eb571a18be5a246208a23f0696e7bc9275674db9380f67bb	198a21c905b8799b943ccb5177e5151238fc3aa8efb8f78b4739de3b336a3751	ca1m-train-45261257.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-45261257.tar
30	48018188	020200acc4765c1dda8db74d99895dba4ea526c4bbec0d25fce5e8dd412c09b2	5d6ea694d7dca6b42ab3cbdb6f94cbe980545b6213d0a5f4c145491da08323bf	ca1m-train-48018188.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-48018188.tar
31	47115445	0225410cd39b237907719539ddd300721ef09aec3830947af511d15e9474b066	b140a7154b54836fe0f8332361787dd48de7ccb4ec8b18469c8067cc9eb94b97	ca1m-train-47115445.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47115445.tar
32	47895971	02318b5a30d689a71cdf241e46e9e7cb2943b6802c557c900ac831bc55c017ae	2e4c56d10a8fbf2e6af3da01e15fe9fd15dab64c2b9336ca7b0359452ae7f68d	ca1m-train-47895971.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47895971.tar
33	42445100	023e708f3883533ac45586ac6b901fa87cf13974c780924c1d3ac0e0e236e67f	e04a3e314f58b9d67b8897fdddfa48890b834b306515e324e56b6a4f9c1f60c3	ca1m-train-42445100.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42445100.tar
34	47429954	024d82803c4d6a6d320c001f2094c3b0cc903469f38ebbe801a0e4a807354e02	a7aaf75209f4575329a6f59417b08802aacfeef578349516389117d6c71fc29e	ca1m-train-47429954.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47429954.tar
35	47204499	025d70b4cdb33892f5e78cf19fd4c1fe9a51817077fc0396beb3e6ed533453c7	bd6eaf0481ebfba9a02d624f7ed3c21c7387b5872668bb9b615ca7ecc48fc03f	ca1m-train-47204499.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47204499.tar
36	47331089	02b937a002afff178f94090251858d97d739b693a4e7576dc877655d758b3b6f	4db1df744632f93949331df94f2f8e8e2da81c52cdf8f876d2ccfa383dd9b90b	ca1m-train-47331089.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47331089.tar
37	42899041	02be692eb17d892e8e26b25c6364e86b2b2a429e58bb22573f95d59b5de5a558	457886c96829578c9e7b484273bdfa665d09aea8cc6510dc4dcc6e37407b18ba	ca1m-train-42899041.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42899041.tar
38	49739821	02c915b4568ae6ab163b219ee5cd5da565cec0318dae74b5cd0e52c258cb0b90	87f891bb9dc6dea2b63667174357a09872aab065edeb04cc19a60f8466f9cfd0	ca1m-train-49739821.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-49739821.tar
39	47334948	02de81aa3623501947eabd1e693459412c01b94ac43c7a545fc9db9d39c8529a	85296438ad6d23833479189a5dc2840110e10869901c3b6f39437ea53a064827	ca1m-train-47334948.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47334948.tar
40	44358243	02e52ac8a5bf8039ee99a1f6df95601c860de0ecad4babbd72fdb240abdb8ae8	3105ee582fb22d93f0d118a498bcb3dfafe9d3074a5898765ef26562f291d960	ca1m-train-44358243.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-44358243.tar
41	47333665	02efb8bddadabc5a4d4a257481632000c5fd7ae4a7ed5527d63d4f8ef9759d39	352396e538b8ff97299a4a919106a8850aa38c23ebf00ec637c4144bc390dc90	ca1m-train-47333665.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47333665.tar
42	43649597	03298fad7f10638c000ecf0b08f599c63eb2f6f9d3428a34a8b3c1c7ed6e861b	c9bc8f8722bd90b37f4038893ed333090aca79b31aecc8b564003c4a380773da	ca1m-train-43649597.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-43649597.tar
43	42899300	0330c4f0af7b108ce26b253ef291f62f2b95fa2c973a08f6a4100aff5bbf1079	cbfa64cc175103f428ccc248fd6974f8e062a2530324eafefcebbdc8b57b9e6b	ca1m-train-42899300.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42899300.tar
44	45662831	03315df1ad8576140165282c5bbac1b7e32c8f80b90b8c8476a1a9a254fc58e5	71f7569fbc3fac76f8d4f786c413cb8aeb3da8716615292d133a38bf1c9d5578	ca1m-train-45662831.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-45662831.tar
45	42899569	0333578d5211681b6eb738ebd2fc4d4e1b54204fd6f9dc2497f1380b9d0fc835	54cfa2bba59837691bc6388023ec379f064fb5ecd3abbccae44540ce4736ad2f	ca1m-train-42899569.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42899569.tar
46	47429830	033abaa95a84801069973a11fec902d17c3ffafc495425201a6a5e2d1047b7c2	47a8595f60364ed05909dde90a6a7a0a9d26175019e70328bf91ec94f09b5644	ca1m-train-47429830.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47429830.tar
47	47333965	033efb4e299abb9c28f3ba6d6b58a36f471afb3e50e63f24adc6ac2043fb20de	55f4d7989e61ce03f5d86340011ecea22f84e0e670f41de345583f5d6ffe2044	ca1m-train-47333965.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47333965.tar
48	48018785	033fb2dd97b5ab67f5001b42551387fc06354da78930bbfaed9da0b27b4fd212	f935713526e86f0a076b911ff2daca080da4755c8aa6b6abcc8434de711bcc64	ca1m-train-48018785.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-48018785.tar
49	42899031	034411cf70f562b2edb619c4c27ca3dec2444339a21919a36a6e3da102bccc6f	d27f636c0be57bd6358b6419964e3b49dec1847b0637a9935537f534a400ebe4	ca1m-train-42899031.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42899031.tar
50	47430715	034ffd2ff89fb3c78d23720e3ab4633b71abc6e3ed83cf87b307b4050b048c91	ba97d6ccc74ef6f4f5ff2a34978ae584b1884aee877cfca626f8fa97c2898792	ca1m-train-47430715.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47430715.tar
51	47331804	0350e1b4c24d629779181835ddc0763521917e7eaa20f607ae2e1f402e9f437e	76639ad620992cba843adab79c9c309fd73f5d680ce39f940ee57cae125d6306	ca1m-train-47331804.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47331804.tar
52	47430077	0373f0c9cad10b113129ef4a0ae2828b16ef707d6a1d6521ba52e0145f9e4526	2d828418ac8da1e1657408821c31e5e87d87098cfbed28271b6b53ab1d996b7b	ca1m-train-47430077.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47430077.tar
53	48017890	037b059480e95363cdd7988a4808f9d2abcdb18f57c990844bcc13c897c05975	d137024f10790ab9784934ee2bc236b23f10dd2c6a56049e6afaf4c8fde34a62	ca1m-train-48017890.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-48017890.tar
54	47332817	038575187265053396ff7ecd2810bfc863071fd4667b0e79ebb66c2892c2aec2	417a00aca73d6885ff864b14cf6318096fe2719ddc611e7f852bad922fd7b970	ca1m-train-47332817.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47332817.tar
55	47332642	03a02dc3dfd4b470f0c018077096ff1506b849074fbb09508fc2abdcf03781d0	9d20f9be920d5088c7316d9a4d25e08dc9465815ad2b04233ea8b801032a0382	ca1m-train-47332642.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47332642.tar
56	47333949	03c0c89817351efa6fc575a7a76098074cf57f82909a0fd81b1bd42e737e993d	066c5157eb9431eb55594a3537893fe81b15d3b79c734d3a882079e4a36584f3	ca1m-train-47333949.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47333949.tar
57	42445769	03d03771d77cb740c5fd1466b0ab3e3262f63ea09e8642094378dab970ca36cc	3ee7ff4a41b66f8adfa23f3a6ae60dc0574eb9c01530a94d1cdaa7e786f4bd8b	ca1m-train-42445769.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42445769.tar
58	47895796	03d67a24c898ca4ddc0a80b795d16c8d4f151f236f7fe3c21bcae907f3d8ce33	a59e9fb344676259f1c8534d4f3f040cf389bf7e8dd45ae11c9189a56c38b74a	ca1m-train-47895796.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47895796.tar
59	47430544	03f74b13f059c21e968f8864efd9dbd4660ee302a5b5d09a96d00eebf411882e	8268b928f36b171add564cc1c03d7a405928421ab52c52fa3c81a0ab740c8517	ca1m-train-47430544.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47430544.tar
60	45261728	03f9ad9a6931f2f38d1298e0d3f114d64926c0c032f60ef78dc422503fe4762b	9f053004f975d3f0cfc9bd4acec83acf480936028bd49fa6bd10ccb3954a083f	ca1m-train-45261728.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-45261728.tar
61	42898236	0406f76477715710963472574538b5e2c9e6a60b440ed7970a36adc93f1144f7	549cdbb50fc05b11edaaefd81d99a763a1d1e6c031e884c6ad7777027b97e439	ca1m-train-42898236.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42898236.tar
62	42898055	04096fda92fd9bba9486c213560b8159e457765b8225c385abc29f23e3895aa5	d61269ecc84757ccae53a39e8cfb209216f103ee10f74d3fd0d308093e5c126d	ca1m-train-42898055.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42898055.tar
63	43896371	043b8278486a5b865b33e5e726b8a4f5ff604ad4b4ce925092ad9aeffed9ca8e	6bebe7999d7202c79ee57ed29a9805fabf27b277bc7b597cf8923893eecc5a20	ca1m-train-43896371.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-43896371.tar
64	45261709	044a3d56f92cab514e1215793c9cf23826a93cc1458ea4b83114108940818da9	d1e0dd25eb274a6e534e23d2d6eb6d2f5b579477eaec5486883e2543122d0b70	ca1m-train-45261709.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-45261709.tar
65	48018780	0450b53f6e6c8c63728580884bede044345d63057a3c919eb098399ed88545c4	20307ebc51def65088bb5faafcd2dd4e0877026333524a2d04c97ca6aacd7305	ca1m-train-48018780.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-48018780.tar
66	42897745	045218730705dedef9b1c0cae76588eaa95561a2fcd6428c429457d46114676b	b1fae7846624df978449b3dd3f2b42b1538df6c2d2a1abd99d7f820f56b8701f	ca1m-train-42897745.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42897745.tar
67	47204658	046aa1393c12ca1662d2b333cd99c4a83a1506ee2ddaa35fd62114b1456f57ed	dbd647200bdddb3b48666cc2343d34868fea86d6a41ee0cd928675a61455e35b	ca1m-train-47204658.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47204658.tar
68	42446607	046e32993bf157b9948a1e965dac14696c3533a75d9fe493d4dabe1ffb4347f2	47f019bf36e3806da3c67653bdeb635880ff30a4f2b496891ebe80a6cf6e4a4c	ca1m-train-42446607.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42446607.tar
69	48018514	0485cb2e22a09e20d0fcd92da73741d9a3518d0806b233bc658b4159e6fc2870	53931621334bdd7f7f346d0cf36b088ee32422d24e1d0a5ab673b61b8cff12ca	ca1m-train-48018514.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-48018514.tar
70	42898427	04cf9f9a31538813693cb7b819a143264ac12103ccc30d9017d7eb96c0297651	dc25ad724c2cdc4f89d0995c961c3c7b79d0f1508c2d96e62681def3c6036edd	ca1m-train-42898427.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42898427.tar
71	42899474	04d84f2e276ab6054b8d6745e8abed62ff77afa657ccfb1da171f6a3c08cae5e	721c845b3a01f3d0fcd12ae157394ab7b60ea23a041c60723f56706c2417bbe1	ca1m-train-42899474.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42899474.tar
72	48018069	04db73aa1b2267a2d37e12fd8af1008a3cf5859db5c5565bb0a54b218d444c62	b85109ac261ec4cfb52ce6f05c3d83f09f7b6cabf3450852a4eb742a98e0ee14	ca1m-train-48018069.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-48018069.tar
73	48018334	04e41d3c6205efb9c161021f00eb4dac99b16f4cff6f59771ce7ba6bb2a731d6	50d179ffaea5b4af8cb85ac19e62bcf8b80c4382627d83beda2648e97d7843d7	ca1m-train-48018334.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-48018334.tar
74	47431170	04f7cda9cab8c6ae1a9b39d350a4ed86608fe626c50cc0448579490ed2ad1e81	99c64ce5e59921cf509140e67e5d96ca1344b9ba8e885636158f4a5a87dafcdf	ca1m-train-47431170.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47431170.tar
75	47895507	04f8debdac807f81f8bcea19dbd2195923caf1358478c9307640c94650861ce8	70b807f7353aaaecd31188d529759640ea1ef8341b518f944b60fb05a49eb8f1	ca1m-train-47895507.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47895507.tar
76	47334849	04fefa3e848ae91adf787649b52a83e2345a33dc74ac21a326f3a4898a4a27b6	e2e482b6688f76bcfeb3853b18a4131e7c5c50d22baee0fa40d48e6af73c71e2	ca1m-train-47334849.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47334849.tar
77	47333462	050455c0da21a4990f073ee83d4a23c496bddda9957aa8364c880b1d722f56c9	77bc64478e0ec41265926abaca8144a627d6a555233f4d8dd348de4c15cf2685	ca1m-train-47333462.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47333462.tar
78	42899975	0505ab06e7370cd8742696bc49f9462dac2b8469448e461083f4d6aea718cf7c	d7c693ac3c5415a2972c958c49eb7da26a4753cda3b1482bb7e677929dda8fd1	ca1m-train-42899975.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42899975.tar
79	44796514	050d4f626df9e31a1635b84c3ed48ee34c3c868c6b7477c042897a0f9fb2e678	42ff74d94ecd6fa74c0fccdb3aee82a19a311d2820712001b97552c994784ad8	ca1m-train-44796514.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-44796514.tar
80	42445718	052315729cc281255ff4aa4e8543bca994c5eba199ccd080bd5b947d4d4c3621	6056253eb95b7f3c081ae71988ad4f4d30689e9b4439cd963c67d279a8df0f9b	ca1m-train-42445718.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42445718.tar
81	47331173	0546c25063c02ea7f21c6ec5862eecd13962a69dc455ff188bedc3f334db6238	e80b0ea5fba6b5185709e059c8fddcb597eaf425aab0e094ffbd7d4bcc33f196	ca1m-train-47331173.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47331173.tar
82	47332320	054dbde5c5efb3e0cd84c313483b45e4eb647f50e2161f8ff2f7ce8c98c6b392	a802be859edf34d415ba6dbe5ee1bf311d767e06292fe6cf82cf536c14786b24	ca1m-train-47332320.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47332320.tar
83	48018090	0561793d5c2064f6f25e150a53907935dc53d531ce49005bc4399efe16af3ef0	370bcee50225438b902cd36817e28eee4940d4fe4e2ab817dc924ecf584864c7	ca1m-train-48018090.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-48018090.tar
84	47204474	0563dcb0faeab3181d52be90df8402213bc4c70ce3d9e888ddb2af80957fa9c5	8dff1b95dae782714130c87229b08d3e3c42b23309bb30c1a8e0ffb017a39b29	ca1m-train-47204474.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47204474.tar
85	42897709	0566f2721a41c6473f2fdc2009713581bd15d82e044a42a0a320f062682bb976	2999bc7d1046e8a89b32c02cbe9145a41ef04a50e3e52fc1abb450087fb6e294	ca1m-train-42897709.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42897709.tar
86	42898684	058d5e785bd4f2f0010cb7511dba20edab2ee5f0c813ed4484df6b2dc388d327	551169f88bffacb2567c3b8289ed8d32c1791b771bb33b9e395f62a877b68edc	ca1m-train-42898684.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42898684.tar
87	42898917	0594cf3b39954f99ecd1b52f4c2eb908e322026bc6bd688e0a648d6bfb1fa95e	b7bc9c228469cd5b0085235c00e84015829d96b87eb087622eb4bfa6aef80830	ca1m-train-42898917.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-42898917.tar
88	47430831	05cee656d12c2d97b7a2b614e1bb2d49a5a0f80f814944dcbd7d762a98782da4	428ad8aad9d86d1170144433cd2b01279b76a4d7d8838d9dc770eaf8c2c6c6ba	ca1m-train-47430831.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47430831.tar
89	47670197	05f4283cf1c8150082735d73d47037d282c26bafd69976e1bad698c87157ffad	34548907ecf5cda8dd3dd13db6b1800de8423ab4f96e3367d12e86cbabe7f9ca	ca1m-train-47670197.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47670197.tar
90	43895904	05fa7c0ea95307a7538b77c4962397564b6425f29cd4498fe6f5469ccf11004c	d17693ae92821eceba432529ae3d3af2ad7790172a09cf9d85874c6ad5444406	ca1m-train-43895904.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-43895904.tar
91	47429833	0612c0bb87c0d37dd0b2a168c028aca499f43087e79692f0cd1a0a3af03582eb	7f66f8ea9f14ce530c346042850a203b935eb8f2fdf3772eddd6512d23725d3a	ca1m-train-47429833.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47429833.tar
92	43896358	0614d4a1cd1a91a284ee0e17beab2c5af3ad12d3d6d14e071924bc46e99913b7	1551c3085ea7dd48d4da7128296f58d2b7a139ab9b675e21f3dd2db3e0c770d7	ca1m-train-43896358.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-43896358.tar
93	47333590	0653e37cd88979e9d1dcf6c8da77f4471f39de82beb5e21c07b4131daaa09d8a	577afd9a5c95cf8ad3556cc2e85235d752ee18a6726c55a7bf0d2fdd7b408ecf	ca1m-train-47333590.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-47333590.tar
94	49739912	065463901620665e6518c9e56cd091d9cdbd481ad15e3a906d08fe75193d4860	a60977c24655e2c39295acc0821d4bc788885f7354c4524750edca9086ecd9e1	ca1m-train-49739912.tar	https://ml-site.cdn-apple.com/datasets/ca1m/train/ca1m-train-49739912.tar
