scene_id	sha256	bytes	path
45261257	e320c37656c859507051ad4a0b561e67080c63e6a1fa135b3656a1dc4db453c0	565514240	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-45261257.tar
48018188	4225c58a32d3efaaef17cde196421cfbfc1e0e3933fd0a65a9695ea91c2fe8dc	287825920	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-48018188.tar
47115445	6201f4c704a3a6b9dc38243b49ee33728a4fd9ac0f9b106f5eb1ce1594371787	1177395200	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47115445.tar
47895971	50e81c658b2a2b3932a0de9b948de4d307cc591ad1c97b84e0adf3c948d764d5	195205120	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47895971.tar
42445100	36940d71e5632142c587af0b04a354ef8a70146ac9d64bb110a5d49891ad0a2d	483112960	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42445100.tar
47429954	60692950d149fc984949469e57b558be8ed5b6fb22efd213b4dfbdf4a141f05c	125378560	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47429954.tar
47204499	6231e4edb4dddef79beaba815168d613c3f17dccda6c867501c8c369ebbe0eff	348436480	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47204499.tar
47331089	149316daade4cef53a3b70c0f441c96792e776b2a10bb2866897ddf635bfc689	487526400	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47331089.tar
42899041	e4c7478c5be06605bdfb2ce258efb8e183e246f6c358749fb4561393442796c4	557373440	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42899041.tar
49739821	e72a1d8068e136f5a9943864003200e28c5b5536ecb956eb3385666912d81128	350771200	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-49739821.tar
47334948	0a6effc37c6e6c87208ac96444808c8b34863d13b9d11f2d0202a8d839a0bec9	909557760	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47334948.tar
44358243	cf21cbc574dc320d8291bd5d817542379422edd133953749235c55cde1e9d0c5	249559040	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-44358243.tar
47333665	d85ef1f393fbb745dd8d3903ec7ce178945c7a524a73c70517bc4e6764e13831	782366720	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47333665.tar
43649597	a129f73f91f9027d75c411c39570bd7192ecda50731b8553ab0a1111060d8983	512501760	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-43649597.tar
42899300	2f465371d10da1621a2b08a116987f03b39c1414f2de342c3171e637c2542fdf	392611840	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42899300.tar
45662831	27eac1373523913d324ce3d473fa3ad8203013c8b4d33b4c024de264c7b8bca6	142295040	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-45662831.tar
42899569	975616ca3c1b9f92bc90da1318320147181a89b8f651559dc13bce338c4192d9	536719360	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42899569.tar
47429830	b0901efc402738652c5aa34a452a8fc64723c86d6b01cc888e9341a0d1df0689	682096640	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47429830.tar
47333965	6ed181b155069dc2ab9d8ee25cf396623261fd8e30e956c0276048d2d244b3d9	384686080	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47333965.tar
48018785	4ecb5d8de21ee015de83936dd760bcbc4d082ea48bad73efbd36faf0ae8dabb0	540610560	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-48018785.tar
42899031	b4301097178313ff811cf4973a0fa48914d3e9fe13e423b4ce61c95de0f39508	666142720	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42899031.tar
47430715	7be326710baadb94e8af86ddcfc61add7439824774b79203a697ef0385f54879	549120000	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47430715.tar
47331804	b0fdf2d97b60d4ac99f794c1cb44317938d94bc012257dbb100e17a0560320ca	550205440	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47331804.tar
47430077	6acad22d353daa18de00ef6b7d1328ab70c67c432ab35a8d5d210c2d9ee125bc	270110720	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47430077.tar
48017890	b53b060f3751f24eb8cef4e34d93ac979234a202a488ef95b7b9c69dcec8370e	565555200	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-48017890.tar
47332817	fdce8ab7ca990f2933efbe5fa1765c1c72469ef509fd73704635cfffb0673476	1311426560	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47332817.tar
47332642	5eabf7437a32859e0c00ddbdb7809ca0d837fdb7155c39900c0e18445a38a31e	403763200	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47332642.tar
47333949	1b4c76c5f3d15257694dd63146763893c0d495142fcaf322fefafec262ba7f5b	203550720	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47333949.tar
42445769	02f9f075dea2275a9e1ad2d9d3bdd6877fa9d92575de176084a63371717c4d26	436060160	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42445769.tar
47895796	c0c738f719d0f9f9529f3bf0e8026aca76608c7ad3bb3051e89c1cc363436662	605798400	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47895796.tar
47430544	9f5a961d1b2959ae64c2f2e81bfca3c5d1111a38e9f76fe46cdd63faed453602	287508480	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47430544.tar
45261728	e78308483d6a1e8c3b8db007597229735421aee1895cb04084a4c38025a602bc	771809280	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-45261728.tar
42898236	55001a19d204143c67045776c371869a379c30b07a5a52df5bff9ae840fa1662	512081920	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42898236.tar
42898055	1773382db748e7689f730715c1c2814a221a837c3575ae4374f93af9bac9ac03	652933120	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42898055.tar
43896371	46676f443d48fb12c824cb3f4a1cb039ca62c0aeeee5483a58605e0542c09428	310937600	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-43896371.tar
45261709	d4ad40d41b13c168ede993cf70201fa4cf57e874aedc51b19b3e44357937bf79	243619840	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-45261709.tar
48018780	9d307568d6c0416a876dfdb74fc7cf4bb8602e401c497993dbb622046427731d	266670080	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-48018780.tar
42897745	bf21dbbae2a9696f10ed13b0ae8f8044a7eca327fe8ec61441853ea6304c9c27	423188480	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42897745.tar
47204658	945be1695475ac0cba30e307a89293c9d86c139d14d5528c64adf7fa4cb03fa2	205301760	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47204658.tar
42446607	fefd63e22d2f1c8376f38c558d9a326994fad829cb532d8c4853ae271a29b3f0	1024327680	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42446607.tar
48018514	9c0a4279c287d24411dd02ba8599cad7c0285280cb11786edda8f72056ad7fb6	142008320	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-48018514.tar
42898427	555c9fddc033167771c89d9043c40579ea3a191df6052bd07ea4dec1a8d29f61	428738560	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42898427.tar
42899474	ab0b19488bd9b0886fb0e689031e1c9fd9b1666db4533c22ea5634aba4d45dd0	616898560	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42899474.tar
48018069	c40c05006494dabcabf6b4e2ad748119ef0b6f88f696c5a7908ef32a9a838fb7	154982400	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-48018069.tar
48018334	50e2a221d1d200ea0da280d381ad0b3b06a8e13b151755fe2bccfb4c988f8fa2	646041600	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-48018334.tar
47431170	74f00ceb821b54d3aa7beadecf5fe31cb099aed4652128ebd63eecaa52a367d6	64931840	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47431170.tar
47895507	e891caf36b13b680d13723a446646122410203f40c53b54e06f7a34e8a299a96	485468160	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47895507.tar
47334849	bbab88986d898ff7dd6afcadc7c916d8de372c1734f62bffeb35356674a03366	318955520	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47334849.tar
47333462	cce05534b49321783eb8f6512174b737e4f639b1a3b3bfe965e22cca0d991238	420945920	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47333462.tar
42899975	c5ae45e736d44caf3ae088d99175726b1c2bec061ada3d5c195657e83a5171da	875581440	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42899975.tar
44796514	c2c7ca74963c1dd079e65793847e0ae0f4b940e6e30dc7840e4192de104b7969	739727360	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-44796514.tar
42445718	9d5746ab9dfd95242953c44de28315d3088135d7cea48ef958072099f4e3c6b4	441927680	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42445718.tar
47331173	c0ed7ab0b3276fe14eb331e123b7b67c392ea138bc0a8f14719e13851d56f72e	330055680	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47331173.tar
47332320	fd49459f1400ca482817e4ce76a1df9722616c4d51594f391705d5d785d9b6cf	448143360	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47332320.tar
48018090	64e0ec41fd5d249774f5568584a54036cfc0e070d415a5d36bd1fb0b1733e447	483983360	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-48018090.tar
47204474	81b9a7db45465bd944fee77386ea50582424506a507d3b3d44ac042c5a912c0f	1962833920	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47204474.tar
42897709	1c6514fe6fd4ac9126650a8a26369b3221d67e1028fd24638203b0e5bd5a01e6	712273920	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42897709.tar
42898684	99bd6bc5e2f1d56b6bb2e8427a5f3e37444328338bec78479ceb3228dcc26747	469002240	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42898684.tar
42898917	b25dbcf041fb362414a45342d9da6f45934cac100eaacc40df6ef72e6c97ee91	964444160	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42898917.tar
47430831	80045ee788209f38dc2581b932e8c2a544eba92823b0911f686db3f2a8c923aa	237905920	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47430831.tar
47670197	f011f22d355a246dab472ec67009bf51087ffb5603f5c15c8b633acd93fb71eb	754227200	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47670197.tar
43895904	93ea50e549c24b2a93a4ca19da05a3f3e15deb6b2cf6411bcca67ceb866e6721	764170240	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-43895904.tar
47429833	fbfa9b0c5bb342e527c6a5a8eaf1c5d6a42f74a164bb27cc62def7076f7f5d43	675962880	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47429833.tar
43896358	63ec031466be9da7b8e3b871d9ec93d310aaf5ccba049091b477457ee16fc8dc	453847040	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-43896358.tar
47333590	dddb155a9d67b04dbaf37675f9f88369f882ff96ba386438ffc16bea27f9b8c6	418304000	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47333590.tar
49739912	2eddc94d5fb0303e3931422ffca74d2bfc263457a43b0ae3d4e88b3386f1cdbd	516270080	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-49739912.tar
47669856	9dd08f9959833e60289a51e3743b0cbe6ef332c8e3505a4cc4b184dccbe6dcca	835553280	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47669856.tar
45261681	3630bb5b811faf464838e50bf9efd90112147c85998fff5598d0be539006ddf9	578519040	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-45261681.tar
47334489	2616d013709baeb9cc4efd0b3c18b1b099e00577491606e0c39838cbd160c3ab	334510080	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-47334489.tar
42897509	6d1fa1fe8e8f0023fbdab1a7b35eee96893ecc19353e5030902c36cb7d1913c1	1611315200	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-42897509.tar
48018512	657a741ccf95fd9f7782f314107ca180d4a802a06020af1c02fe54ab69641e81	60764160	/extra/ZhaoX/ca1m_apple_train_tars/ca1m-train-48018512.tar
